ENSG00000151575	FBgn0069913
ENSG00000133706	FBgn0053123
ENSG00000100982	FBgn0037021
ENSG00000151923	FBgn0005649
ENSG00000116001	FBgn0005649
ENSG00000196747	FBgn0053844
ENSG00000276903	FBgn0053844
ENSG00000203812	FBgn0053844
ENSG00000275221	FBgn0053844
ENSG00000080298	FBgn0020379
ENSG00000132005	FBgn0020379
ENSG00000087903	FBgn0020379
ENSG00000278540	FBgn0033246
ENSG00000136271	FBgn0001565
ENSG00000151224	FBgn0005278
ENSG00000168906	FBgn0005278
ENSG00000104331	FBgn0030465
ENSG00000182504	FBgn0031575
ENSG00000035928	FBgn0004913
ENSG00000139687	FBgn0015799
ENSG00000103479	FBgn0015799
ENSG00000080839	FBgn0015799
ENSG00000141934	FBgn0037166
ENSG00000067113	FBgn0037166
ENSG00000162407	FBgn0037166
ENSG00000136478	FBgn0264305
ENSG00000198841	FBgn0023521
ENSG00000105223	FBgn0263050
ENSG00000166428	FBgn0263050
ENSG00000180287	FBgn0263050
ENSG00000164164	FBgn0031622
ENSG00000101901	FBgn0031622
ENSG00000154783	FBgn0035761
ENSG00000180263	FBgn0035761
ENSG00000112167	FBgn0039291
ENSG00000063322	FBgn0001276
ENSG00000169241	FBgn0025469
ENSG00000140519	FBgn0028699
ENSG00000188672	FBgn0028699
ENSG00000132677	FBgn0028699
ENSG00000112077	FBgn0028699
ENSG00000187010	FBgn0028699
ENSG00000205143	FBgn0004795
ENSG00000112893	FBgn0011740
ENSG00000196547	FBgn0011740
ENSG00000169710	FBgn0042627
ENSG00000148334	FBgn0004465
ENSG00000180104	FBgn0266671
ENSG00000130201	FBgn0266671
ENSG00000185215	FBgn0266671
ENSG00000205436	FBgn0266671
ENSG00000179044	FBgn0266671
ENSG00000143324	FBgn0029679
ENSG00000145911	FBgn0030077
ENSG00000061337	FBgn0030077
ENSG00000088899	FBgn0030077
ENSG00000107816	FBgn0030077
ENSG00000187134	FBgn0027552
ENSG00000151632	FBgn0027552
ENSG00000227471	FBgn0027552
ENSG00000196139	FBgn0027552
ENSG00000198074	FBgn0027552
ENSG00000122787	FBgn0027552
ENSG00000282883	FBgn0027552
ENSG00000085662	FBgn0027552
ENSG00000198610	FBgn0027552
ENSG00000117448	FBgn0027552
ENSG00000165568	FBgn0027552
ENSG00000142751	FBgn0036356
ENSG00000065057	FBgn0032907
ENSG00000170473	FBgn0034918
ENSG00000138079	FBgn0002571
ENSG00000251201	FBgn0030341
ENSG00000134970	FBgn0030341
ENSG00000166557	FBgn0030341
ENSG00000243414	FBgn0030341
ENSG00000068697	FBgn0040777
ENSG00000104341	FBgn0040777
ENSG00000111361	FBgn0039726
ENSG00000127415	FBgn0032343
ENSG00000138792	FBgn0052473
ENSG00000067365	FBgn0037045
ENSG00000137261	FBgn0035833
ENSG00000142687	FBgn0035833
ENSG00000120256	FBgn0035833
ENSG00000170634	FBgn0031700
ENSG00000125037	FBgn0032292
ENSG00000130940	FBgn0004878
ENSG00000125630	FBgn0003278
ENSG00000143612	FBgn0034172
ENSG00000157911	FBgn0035233
ENSG00000170385	FBgn0035432
ENSG00000143376	FBgn0052758
ENSG00000177628	FBgn0051148
ENSG00000125257	FBgn0263316
ENSG00000185838	FBgn0033653
ENSG00000136758	FBgn0034792
ENSG00000031698	FBgn0031497
ENSG00000114978	FBgn0038965
ENSG00000173542	FBgn0038965
ENSG00000243989	FBgn0039051
ENSG00000114786	FBgn0039051
ENSG00000119711	FBgn0023537
ENSG00000125257	FBgn0051793
ENSG00000146007	FBgn0035520
ENSG00000122042	FBgn0026076
ENSG00000161395	FBgn0033088
ENSG00000105672	FBgn0003118
ENSG00000179431	FBgn0000658
ENSG00000122958	FBgn0014411
ENSG00000151502	FBgn0014411
ENSG00000006530	FBgn0260750
ENSG00000185565	FBgn0259714
ENSG00000172260	FBgn0259714
ENSG00000142549	FBgn0259714
ENSG00000183715	FBgn0259714
ENSG00000182667	FBgn0259714
ENSG00000067533	FBgn0038275
ENSG00000185917	FBgn0053230
ENSG00000108639	FBgn0033876
ENSG00000127561	FBgn0033876
ENSG00000105467	FBgn0033876
ENSG00000100321	FBgn0033876
ENSG00000186452	FBgn0034666
ENSG00000145244	FBgn0034666
ENSG00000178297	FBgn0034666
ENSG00000100312	FBgn0034666
ENSG00000187045	FBgn0034666
ENSG00000237412	FBgn0034666
ENSG00000178226	FBgn0034666
ENSG00000176040	FBgn0034666
ENSG00000149418	FBgn0034666
ENSG00000187608	FBgn0029856
ENSG00000213886	FBgn0029856
ENSG00000170315	FBgn0029856
ENSG00000187240	FBgn0023096
ENSG00000165997	FBgn0035866
ENSG00000141748	FBgn0035866
ENSG00000162980	FBgn0035866
ENSG00000135932	FBgn0017572
ENSG00000102547	FBgn0017572
ENSG00000153132	FBgn0264077
ENSG00000127022	FBgn0264077
ENSG00000113141	FBgn0037660
ENSG00000166788	FBgn0050467
ENSG00000143952	FBgn0011232
ENSG00000101004	FBgn0000228
ENSG00000100503	FBgn0000228
ENSG00000074266	FBgn0032391
ENSG00000169599	FBgn0052857
ENSG00000113645	FBgn0262127
ENSG00000151718	FBgn0262127
ENSG00000047644	FBgn0262127
ENSG00000198888	FBgn0013679
ENSG00000268361	FBgn0026751
ENSG00000254469	FBgn0026751
ENSG00000073050	FBgn0026751
ENSG00000105447	FBgn0022288
ENSG00000182220	FBgn0037671
ENSG00000153914	FBgn0024285
ENSG00000116754	FBgn0024285
ENSG00000165912	FBgn0053094
ENSG00000124507	FBgn0053094
ENSG00000100266	FBgn0053094
ENSG00000176248	FBgn0002791
ENSG00000104852	FBgn0016978
ENSG00000110148	FBgn0030954
ENSG00000163394	FBgn0030954
ENSG00000075826	FBgn0033339
ENSG00000138674	FBgn0033339
ENSG00000104320	FBgn0261530
ENSG00000164603	FBgn0035035
ENSG00000085999	FBgn0002989
ENSG00000170734	FBgn0037141
ENSG00000262660	FBgn0036807
ENSG00000183048	FBgn0036807
ENSG00000183853	FBgn0028369
ENSG00000149571	FBgn0028369
ENSG00000126259	FBgn0028369
ENSG00000149091	FBgn0261549
ENSG00000157680	FBgn0261549
ENSG00000197872	FBgn0052066
ENSG00000153310	FBgn0052066
ENSG00000171570	FBgn0016701
ENSG00000167578	FBgn0016701
ENSG00000168118	FBgn0016701
ENSG00000128829	FBgn0019990
ENSG00000174684	FBgn0041706
ENSG00000197506	FBgn0025709
ENSG00000156222	FBgn0025709
ENSG00000137860	FBgn0025709
ENSG00000274290	FBgn0053898
ENSG00000123569	FBgn0053898
ENSG00000101812	FBgn0053898
ENSG00000277224	FBgn0053898
ENSG00000180596	FBgn0053898
ENSG00000083307	FBgn0259211
ENSG00000134317	FBgn0259211
ENSG00000158055	FBgn0259211
ENSG00000182950	FBgn0039104
ENSG00000181781	FBgn0039104
ENSG00000262655	FBgn0033710
ENSG00000187961	FBgn0034396
ENSG00000166035	FBgn0038398
ENSG00000175445	FBgn0038398
ENSG00000101670	FBgn0038398
ENSG00000005100	FBgn0032194
ENSG00000006695	FBgn0032222
ENSG00000132912	FBgn0033206
ENSG00000075856	FBgn0014024
ENSG00000187323	FBgn0011592
ENSG00000067141	FBgn0011592
ENSG00000163714	FBgn0034572
ENSG00000173404	FBgn0028999
ENSG00000168348	FBgn0028999
ENSG00000197563	FBgn0039518
ENSG00000117118	FBgn0030975
ENSG00000016391	FBgn0030589
ENSG00000185344	FBgn0038613
ENSG00000110719	FBgn0038613
ENSG00000033627	FBgn0038613
ENSG00000105929	FBgn0038613
ENSG00000132467	FBgn0029755
ENSG00000179262	FBgn0039147
ENSG00000119318	FBgn0039147
ENSG00000124827	FBgn0019809
ENSG00000137270	FBgn0019809
ENSG00000198721	FBgn0035169
ENSG00000114062	FBgn0061469
ENSG00000145781	FBgn0030323
ENSG00000140522	FBgn0037323
ENSG00000177182	FBgn0037323
ENSG00000124120	FBgn0037323
ENSG00000137561	FBgn0037323
ENSG00000146352	FBgn0037323
ENSG00000140307	FBgn0013347
ENSG00000179331	FBgn0029959
ENSG00000188060	FBgn0029959
ENSG00000155961	FBgn0029959
ENSG00000237247	FBgn0027950
ENSG00000134046	FBgn0027950
ENSG00000071655	FBgn0027950
ENSG00000170948	FBgn0027950
ENSG00000205718	FBgn0027950
ENSG00000230522	FBgn0027950
ENSG00000182315	FBgn0027950
ENSG00000138136	FBgn0008651
ENSG00000179528	FBgn0008651
ENSG00000108010	FBgn0032509
ENSG00000064763	FBgn0038450
ENSG00000197601	FBgn0038450
ENSG00000144028	FBgn0263599
ENSG00000125257	FBgn0032026
ENSG00000168807	FBgn0037130
ENSG00000101400	FBgn0037130
ENSG00000172164	FBgn0037130
ENSG00000137802	FBgn0031374
ENSG00000075702	FBgn0031374
ENSG00000274290	FBgn0053902
ENSG00000123569	FBgn0053902
ENSG00000101812	FBgn0053902
ENSG00000277224	FBgn0053902
ENSG00000180596	FBgn0053902
ENSG00000114850	FBgn0025700
ENSG00000134058	FBgn0263237
ENSG00000172425	FBgn0036359
ENSG00000171596	FBgn0038140
ENSG00000132911	FBgn0038140
ENSG00000161328	FBgn0036936
ENSG00000081692	FBgn0032671
ENSG00000088386	FBgn0265575
ENSG00000163406	FBgn0265575
ENSG00000120533	FBgn0000618
ENSG00000130304	FBgn0034999
ENSG00000167114	FBgn0034999
ENSG00000146223	FBgn0005593
ENSG00000147604	FBgn0005593
ENSG00000014824	FBgn0033762
ENSG00000154611	FBgn0265606
ENSG00000101182	FBgn0265606
ENSG00000174473	FBgn0051956
ENSG00000164574	FBgn0051956
ENSG00000171148	FBgn0030891
ENSG00000135090	FBgn0031030
ENSG00000149930	FBgn0031030
ENSG00000160551	FBgn0031030
ENSG00000106682	FBgn0262734
ENSG00000138785	FBgn0039459
ENSG00000123600	FBgn0035247
ENSG00000165055	FBgn0035247
ENSG00000087995	FBgn0035247
ENSG00000180535	FBgn0023091
ENSG00000138029	FBgn0025352
ENSG00000103160	FBgn0032614
ENSG00000148690	FBgn0028932
ENSG00000197324	FBgn0001253
ENSG00000147650	FBgn0001253
ENSG00000130881	FBgn0001253
ENSG00000187527	FBgn0052000
ENSG00000127249	FBgn0052000
ENSG00000133657	FBgn0052000
ENSG00000178772	FBgn0004364
ENSG00000178732	FBgn0004364
ENSG00000172061	FBgn0004364
ENSG00000172379	FBgn0264075
ENSG00000143437	FBgn0264075
ENSG00000125084	FBgn0004009
ENSG00000108592	FBgn0030720
ENSG00000213672	FBgn0029997
ENSG00000126261	FBgn0029113
ENSG00000086827	FBgn0004643
ENSG00000157259	FBgn0025634
ENSG00000184207	FBgn0034713
ENSG00000241360	FBgn0034713
ENSG00000114544	FBgn0053181
ENSG00000133065	FBgn0053181
ENSG00000136052	FBgn0053181
ENSG00000179889	FBgn0031174
ENSG00000197976	FBgn0010772
ENSG00000108106	FBgn0030863
ENSG00000146834	FBgn0263144
ENSG00000118900	FBgn0005596
ENSG00000157741	FBgn0005596
ENSG00000136295	FBgn0261444
ENSG00000167614	FBgn0261444
ENSG00000141540	FBgn0261444
ENSG00000203710	FBgn0001083
ENSG00000174938	FBgn0001083
ENSG00000063015	FBgn0001083
ENSG00000117322	FBgn0001083
ENSG00000197721	FBgn0001083
ENSG00000112902	FBgn0250876
ENSG00000082684	FBgn0250876
ENSG00000156970	FBgn0263855
ENSG00000169679	FBgn0263855
ENSG00000182612	FBgn0040334
ENSG00000168028	FBgn0003517
ENSG00000172548	FBgn0032451
ENSG00000163293	FBgn0032451
ENSG00000170113	FBgn0032451
ENSG00000104361	FBgn0032451
ENSG00000001461	FBgn0032451
ENSG00000140157	FBgn0032451
ENSG00000127329	FBgn0004368
ENSG00000151490	FBgn0004368
ENSG00000123977	FBgn0039673
ENSG00000107140	FBgn0004876
ENSG00000070759	FBgn0004876
ENSG00000165646	FBgn0260964
ENSG00000036565	FBgn0260964
ENSG00000130811	FBgn0038796
ENSG00000137876	FBgn0037899
ENSG00000135269	FBgn0034223
ENSG00000071282	FBgn0034223
ENSG00000014164	FBgn0035900
ENSG00000123595	FBgn0032782
ENSG00000123570	FBgn0032782
ENSG00000130477	FBgn0025726
ENSG00000198722	FBgn0025726
ENSG00000137766	FBgn0025726
ENSG00000160179	FBgn0031220
ENSG00000172350	FBgn0031220
ENSG00000204612	FBgn0004898
ENSG00000171956	FBgn0004898
ENSG00000144485	FBgn0002633
ENSG00000122515	FBgn0026160
ENSG00000108175	FBgn0026160
ENSG00000130706	FBgn0029745
ENSG00000048471	FBgn0032476
ENSG00000198840	FBgn0013681
ENSG00000055732	FBgn0261361
ENSG00000153898	FBgn0261361
ENSG00000090674	FBgn0261361
ENSG00000138688	FBgn0261671
ENSG00000162105	FBgn0040752
ENSG00000161681	FBgn0040752
ENSG00000251322	FBgn0040752
ENSG00000182107	FBgn0030752
ENSG00000235156	FBgn0030752
ENSG00000112697	FBgn0030752
ENSG00000100938	FBgn0003204
ENSG00000137198	FBgn0003204
ENSG00000136718	FBgn0039274
ENSG00000165102	FBgn0029737
ENSG00000003989	FBgn0037203
ENSG00000165349	FBgn0037203
ENSG00000139514	FBgn0037203
ENSG00000105197	FBgn0035124
ENSG00000186795	FBgn0035192
ENSG00000116750	FBgn0030370
ENSG00000270647	FBgn0011571
ENSG00000182944	FBgn0011571
ENSG00000089280	FBgn0011571
ENSG00000137693	FBgn0034970
ENSG00000018408	FBgn0034970
ENSG00000105379	FBgn0039697
ENSG00000102781	FBgn0037375
ENSG00000186625	FBgn0037375
ENSG00000066379	FBgn0038903
ENSG00000183044	FBgn0036927
ENSG00000185359	FBgn0031450
ENSG00000259529	FBgn0031857
ENSG00000092098	FBgn0031857
ENSG00000278535	FBgn0038878
ENSG00000084073	FBgn0036153
ENSG00000108671	FBgn0028689
ENSG00000129221	FBgn0030345
ENSG00000110711	FBgn0030345
ENSG00000169862	FBgn0260799
ENSG00000184363	FBgn0260799
ENSG00000144283	FBgn0260799
ENSG00000057294	FBgn0260799
ENSG00000081277	FBgn0260799
ENSG00000099889	FBgn0260799
ENSG00000198561	FBgn0260799
ENSG00000099203	FBgn0264389
ENSG00000117500	FBgn0264389
ENSG00000101558	FBgn0028379
ENSG00000124164	FBgn0028379
ENSG00000066468	FBgn0005592
ENSG00000160867	FBgn0005592
ENSG00000077782	FBgn0005592
ENSG00000068078	FBgn0005592
ENSG00000100902	FBgn0263121
ENSG00000002549	FBgn0033868
ENSG00000198324	FBgn0031768
ENSG00000177096	FBgn0031768
ENSG00000137656	FBgn0039210
ENSG00000156269	FBgn0263251
ENSG00000102030	FBgn0263251
ENSG00000168267	FBgn0037475
ENSG00000148680	FBgn0004573
ENSG00000182333	FBgn0051089
ENSG00000173239	FBgn0051089
ENSG00000204021	FBgn0051089
ENSG00000107798	FBgn0051089
ENSG00000204022	FBgn0051089
ENSG00000204020	FBgn0051089
ENSG00000165632	FBgn0026262
ENSG00000100997	FBgn0034419
ENSG00000131969	FBgn0034419
ENSG00000162923	FBgn0037094
ENSG00000022267	FBgn0051624
ENSG00000115641	FBgn0051624
ENSG00000112214	FBgn0051624
ENSG00000183386	FBgn0051624
ENSG00000133398	FBgn0036581
ENSG00000153789	FBgn0032428
ENSG00000188343	FBgn0032428
ENSG00000136152	FBgn0031536
ENSG00000099795	FBgn0030605
ENSG00000188828	FBgn0024963
ENSG00000145451	FBgn0024963
ENSG00000145888	FBgn0024963
ENSG00000101958	FBgn0024963
ENSG00000109738	FBgn0024963
ENSG00000105197	FBgn0032971
ENSG00000136425	FBgn0034558
ENSG00000141977	FBgn0034558
ENSG00000109917	FBgn0030096
ENSG00000118094	FBgn0003748
ENSG00000185156	FBgn0051663
ENSG00000142444	FBgn0029665
ENSG00000064763	FBgn0038032
ENSG00000197601	FBgn0038032
ENSG00000141096	FBgn0039420
ENSG00000015413	FBgn0039420
ENSG00000167261	FBgn0039420
ENSG00000132003	FBgn0085430
ENSG00000214655	FBgn0085430
ENSG00000162415	FBgn0085430
ENSG00000130449	FBgn0085430
ENSG00000066136	FBgn0029905
ENSG00000166035	FBgn0039476
ENSG00000175445	FBgn0039476
ENSG00000101670	FBgn0039476
ENSG00000137522	FBgn0030873
ENSG00000145428	FBgn0030873
ENSG00000101888	FBgn0028411
ENSG00000132661	FBgn0028411
ENSG00000171219	FBgn0023081
ENSG00000104936	FBgn0023081
ENSG00000143776	FBgn0023081
ENSG00000198752	FBgn0023081
ENSG00000198382	FBgn0032499
ENSG00000089060	FBgn0033599
ENSG00000145087	FBgn0030412
ENSG00000164506	FBgn0030412
ENSG00000221983	FBgn0003941
ENSG00000110756	FBgn0086679
ENSG00000127481	FBgn0011230
ENSG00000102738	FBgn0036557
ENSG00000176022	FBgn0033315
ENSG00000162885	FBgn0033315
ENSG00000169271	FBgn0001225
ENSG00000152137	FBgn0001225
ENSG00000254445	FBgn0001225
ENSG00000170276	FBgn0001225
ENSG00000106211	FBgn0001225
ENSG00000110237	FBgn0262562
ENSG00000117118	FBgn0014028
ENSG00000106355	FBgn0035675
ENSG00000175520	FBgn0051528
ENSG00000175518	FBgn0051528
ENSG00000188021	FBgn0051528
ENSG00000135018	FBgn0051528
ENSG00000184160	FBgn0038653
ENSG00000274286	FBgn0038653
ENSG00000150594	FBgn0038653
ENSG00000162433	FBgn0042094
ENSG00000147853	FBgn0042094
ENSG00000268083	FBgn0003435
ENSG00000104824	FBgn0003435
ENSG00000143889	FBgn0003435
ENSG00000186452	FBgn0003319
ENSG00000145244	FBgn0003319
ENSG00000178297	FBgn0003319
ENSG00000100312	FBgn0003319
ENSG00000187045	FBgn0003319
ENSG00000237412	FBgn0003319
ENSG00000178226	FBgn0003319
ENSG00000176040	FBgn0003319
ENSG00000149418	FBgn0003319
ENSG00000139540	FBgn0036461
ENSG00000196950	FBgn0036461
ENSG00000141424	FBgn0036461
ENSG00000171634	FBgn0000541
ENSG00000059769	FBgn0030658
ENSG00000244115	FBgn0030658
ENSG00000120088	FBgn0033744
ENSG00000106113	FBgn0033744
ENSG00000263715	FBgn0033744
ENSG00000249884	FBgn0037231
ENSG00000115561	FBgn0037231
ENSG00000020426	FBgn0024956
ENSG00000145075	FBgn0037276
ENSG00000110074	FBgn0033093
ENSG00000134138	FBgn0001235
ENSG00000105419	FBgn0001235
ENSG00000143995	FBgn0001235
ENSG00000169919	FBgn0034417
ENSG00000088356	FBgn0033467
ENSG00000151376	FBgn0002719
ENSG00000065833	FBgn0002719
ENSG00000185340	FBgn0029881
ENSG00000139354	FBgn0029881
ENSG00000270765	FBgn0029881
ENSG00000148935	FBgn0029881
ENSG00000038002	FBgn0033431
ENSG00000103375	FBgn0034885
ENSG00000165923	FBgn0265726
ENSG00000146856	FBgn0265726
ENSG00000099203	FBgn0051787
ENSG00000117500	FBgn0051787
ENSG00000160957	FBgn0040290
ENSG00000180828	FBgn0032651
ENSG00000125533	FBgn0032651
ENSG00000180879	FBgn0021795
ENSG00000176454	FBgn0052699
ENSG00000087253	FBgn0052699
ENSG00000153395	FBgn0052699
ENSG00000153132	FBgn0030377
ENSG00000127022	FBgn0030377
ENSG00000136840	FBgn0035050
ENSG00000184005	FBgn0035050
ENSG00000073849	FBgn0035050
ENSG00000117069	FBgn0035050
ENSG00000144057	FBgn0035050
ENSG00000160408	FBgn0035050
ENSG00000075624	FBgn0000044
ENSG00000184009	FBgn0000044
ENSG00000169067	FBgn0000044
ENSG00000188219	FBgn0000044
ENSG00000186452	FBgn0031619
ENSG00000145244	FBgn0031619
ENSG00000178297	FBgn0031619
ENSG00000100312	FBgn0031619
ENSG00000187045	FBgn0031619
ENSG00000237412	FBgn0031619
ENSG00000178226	FBgn0031619
ENSG00000176040	FBgn0031619
ENSG00000149418	FBgn0031619
ENSG00000198380	FBgn0039580
ENSG00000131459	FBgn0039580
ENSG00000181035	FBgn0067783
ENSG00000115183	FBgn0041096
ENSG00000170921	FBgn0041096
ENSG00000016391	FBgn0039415
ENSG00000104889	FBgn0031252
ENSG00000173757	FBgn0016917
ENSG00000166888	FBgn0016917
ENSG00000126561	FBgn0016917
ENSG00000115415	FBgn0016917
ENSG00000170581	FBgn0016917
ENSG00000138378	FBgn0016917
ENSG00000168610	FBgn0016917
ENSG00000114648	FBgn0037978
ENSG00000141367	FBgn0000319
ENSG00000070371	FBgn0000319
ENSG00000198795	FBgn0014931
ENSG00000102935	FBgn0014931
ENSG00000143891	FBgn0035679
ENSG00000109586	FBgn0030930
ENSG00000183496	FBgn0039920
ENSG00000176624	FBgn0039920
ENSG00000181588	FBgn0039920
ENSG00000254726	FBgn0039920
ENSG00000089195	FBgn0031832
ENSG00000144485	FBgn0002735
ENSG00000169896	FBgn0034880
ENSG00000083457	FBgn0034880
ENSG00000144668	FBgn0034880
ENSG00000137809	FBgn0034880
ENSG00000115232	FBgn0034880
ENSG00000143127	FBgn0034880
ENSG00000005844	FBgn0034880
ENSG00000164171	FBgn0034880
ENSG00000213949	FBgn0034880
ENSG00000156886	FBgn0034880
ENSG00000140678	FBgn0034880
ENSG00000066923	FBgn0043865
ENSG00000101972	FBgn0043865
ENSG00000118007	FBgn0043865
ENSG00000101210	FBgn0000556
ENSG00000156508	FBgn0000556
ENSG00000167394	FBgn0035690
ENSG00000170310	FBgn0036643
ENSG00000254505	FBgn0086656
ENSG00000101421	FBgn0086656
ENSG00000164695	FBgn0086656
ENSG00000136144	FBgn0000247
ENSG00000136161	FBgn0000247
ENSG00000180667	FBgn0035593
ENSG00000130749	FBgn0003575
ENSG00000144161	FBgn0003575
ENSG00000188177	FBgn0003575
ENSG00000089060	FBgn0034156
ENSG00000131023	FBgn0011739
ENSG00000150457	FBgn0011739
ENSG00000153015	FBgn0036207
ENSG00000108641	FBgn0038342
ENSG00000051341	FBgn0002905
ENSG00000119414	FBgn0003139
ENSG00000172732	FBgn0040347
ENSG00000059804	FBgn0028562
ENSG00000117394	FBgn0028562
ENSG00000181856	FBgn0028562
ENSG00000163581	FBgn0028562
ENSG00000173262	FBgn0028562
ENSG00000041357	FBgn0261395
ENSG00000101346	FBgn0033901
ENSG00000101752	FBgn0263601
ENSG00000100056	FBgn0023506
ENSG00000161654	FBgn0036057
ENSG00000088930	FBgn0031868
ENSG00000113368	FBgn0010397
ENSG00000160789	FBgn0010397
ENSG00000176619	FBgn0010397
ENSG00000166825	FBgn0046253
ENSG00000213337	FBgn0264743
ENSG00000181090	FBgn0040372
ENSG00000204371	FBgn0040372
ENSG00000125257	FBgn0039645
ENSG00000134759	FBgn0033540
ENSG00000165886	FBgn0264712
ENSG00000168246	FBgn0264712
ENSG00000110717	FBgn0017567
ENSG00000060069	FBgn0035026
ENSG00000078618	FBgn0030344
ENSG00000196284	FBgn0037981
ENSG00000165475	FBgn0033949
ENSG00000138079	FBgn0033297
ENSG00000250588	FBgn0032221
ENSG00000151967	FBgn0032221
ENSG00000104490	FBgn0013303
ENSG00000115756	FBgn0013303
ENSG00000121905	FBgn0013303
ENSG00000064419	FBgn0031456
ENSG00000171720	FBgn0025825
ENSG00000166402	FBgn0015721
ENSG00000104804	FBgn0015721
ENSG00000078246	FBgn0015721
ENSG00000112041	FBgn0015721
ENSG00000249915	FBgn0086378
ENSG00000151151	FBgn0031267
ENSG00000148175	FBgn0260657
ENSG00000133115	FBgn0260657
ENSG00000136213	FBgn0031697
ENSG00000171310	FBgn0031697
ENSG00000169105	FBgn0031697
ENSG00000124302	FBgn0031697
ENSG00000154080	FBgn0031697
ENSG00000180767	FBgn0031697
ENSG00000125485	FBgn0027602
ENSG00000011454	FBgn0035879
ENSG00000152061	FBgn0035879
ENSG00000085552	FBgn0028482
ENSG00000080854	FBgn0028482
ENSG00000136875	FBgn0036733
ENSG00000169398	FBgn0020440
ENSG00000143153	FBgn0015777
ENSG00000186009	FBgn0015777
ENSG00000129244	FBgn0015777
ENSG00000069849	FBgn0015777
ENSG00000101892	FBgn0015777
ENSG00000186795	FBgn0027589
ENSG00000111231	FBgn0037478
ENSG00000049860	FBgn0045063
ENSG00000213614	FBgn0045063
ENSG00000260729	FBgn0045063
ENSG00000148541	FBgn0028494
ENSG00000031003	FBgn0028494
ENSG00000138640	FBgn0028494
ENSG00000144671	FBgn0038404
ENSG00000089053	FBgn0041147
ENSG00000196712	FBgn0015269
ENSG00000130640	FBgn0035800
ENSG00000109118	FBgn0029861
ENSG00000105058	FBgn0031603
ENSG00000126870	FBgn0034095
ENSG00000254858	FBgn0052263
ENSG00000136238	FBgn0014011
ENSG00000169750	FBgn0014011
ENSG00000128340	FBgn0014011
ENSG00000144671	FBgn0063649
ENSG00000156976	FBgn0001942
ENSG00000161960	FBgn0001942
ENSG00000213619	FBgn0266582
ENSG00000196236	FBgn0260481
ENSG00000267796	FBgn0034430
ENSG00000140450	FBgn0042101
ENSG00000265972	FBgn0042101
ENSG00000113369	FBgn0042101
ENSG00000105643	FBgn0042101
ENSG00000123610	FBgn0259140
ENSG00000159164	FBgn0053233
ENSG00000122012	FBgn0053233
ENSG00000185518	FBgn0053233
ENSG00000016391	FBgn0037896
ENSG00000130826	FBgn0259937
ENSG00000160360	FBgn0040080
ENSG00000121957	FBgn0040080
ENSG00000197969	FBgn0033194
ENSG00000129003	FBgn0033194
ENSG00000141576	FBgn0030514
ENSG00000102858	FBgn0030514
ENSG00000140279	FBgn0031464
ENSG00000137857	FBgn0031464
ENSG00000204576	FBgn0053526
ENSG00000204569	FBgn0053526
ENSG00000243989	FBgn0037818
ENSG00000114786	FBgn0037818
ENSG00000143222	FBgn0034061
ENSG00000142186	FBgn0260990
ENSG00000071051	FBgn0010583
ENSG00000158092	FBgn0010583
ENSG00000161010	FBgn0262987
ENSG00000188282	FBgn0034585
ENSG00000163820	FBgn0034585
ENSG00000111596	FBgn0035924
ENSG00000158604	FBgn0069242
ENSG00000184840	FBgn0069242
ENSG00000147257	FBgn0263930
ENSG00000179399	FBgn0263930
ENSG00000134899	FBgn0002887
ENSG00000270181	FBgn0002887
ENSG00000108474	FBgn0038763
ENSG00000157184	FBgn0035383
ENSG00000134313	FBgn0261554
ENSG00000180801	FBgn0036768
ENSG00000183876	FBgn0036768
ENSG00000113273	FBgn0036768
ENSG00000196233	FBgn0264490
ENSG00000178177	FBgn0264490
ENSG00000197142	FBgn0036821
ENSG00000151726	FBgn0036821
ENSG00000164398	FBgn0036821
ENSG00000281938	FBgn0036821
ENSG00000166685	FBgn0037998
ENSG00000176890	FBgn0024920
ENSG00000112759	FBgn0031250
ENSG00000174669	FBgn0031250
ENSG00000067955	FBgn0013753
ENSG00000130396	FBgn0259212
ENSG00000124813	FBgn0083981
ENSG00000020633	FBgn0083981
ENSG00000159216	FBgn0083981
ENSG00000115652	FBgn0035848
ENSG00000065427	FBgn0027084
ENSG00000130717	FBgn0263398
ENSG00000143179	FBgn0263398
ENSG00000130204	FBgn0033074
ENSG00000158882	FBgn0033074
ENSG00000159023	FBgn0010434
ENSG00000088367	FBgn0010434
ENSG00000079819	FBgn0010434
ENSG00000082397	FBgn0010434
ENSG00000205903	FBgn0039355
ENSG00000105676	FBgn0034315
ENSG00000116903	FBgn0266668
ENSG00000183690	FBgn0030691
ENSG00000278535	FBgn0026268
ENSG00000091704	FBgn0035777
ENSG00000158525	FBgn0035777
ENSG00000158516	FBgn0035777
ENSG00000080618	FBgn0035777
ENSG00000153002	FBgn0035777
ENSG00000128510	FBgn0035777
ENSG00000165078	FBgn0035777
ENSG00000163751	FBgn0035777
ENSG00000144410	FBgn0035777
ENSG00000110583	FBgn0039687
ENSG00000081177	FBgn0037901
ENSG00000203780	FBgn0037229
ENSG00000165138	FBgn0037229
ENSG00000216490	FBgn0039098
ENSG00000160602	FBgn0045980
ENSG00000143627	FBgn0267385
ENSG00000067225	FBgn0267385
ENSG00000115392	FBgn0037781
ENSG00000165119	FBgn0267791
ENSG00000170242	FBgn0016756
ENSG00000184743	FBgn0039213
